//*LEVEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:01:01
1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,0:00:00,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,0:00:00,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:08:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,1:04:01,0:00:00,0:00:00,1:04:01,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:00,0:00:01,1:04:09,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,0:00:00,0:00:00,1:04:01,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:00,0:00:01,1:04:12,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,1:04:01,0:00:00,0:00:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:04:01,1:04:01,1:04:01,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
