//*LEVEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:04:01,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:01:01
1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:01,1:04:01,1:04:01,1:04:01,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:01,1:01:01
1:04:04,0:00:04,0:00:04,0:00:04,0:00:04,0:00:04,0:00:04,0:00:04,0:00:04,0:00:04,0:00:04,0:00:01,0:00:01,0:00:01,0:00:01,0:00:00,1:04:03,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:05,1:01:01
1:04:01,0:00:04,0:00:04,0:00:04,0:00:04,0:00:04,0:00:04,0:00:04,0:00:04,0:00:04,0:00:04,0:00:01,0:00:01,0:00:01,0:00:01,0:00:00,1:04:03,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:05,1:01:01
1:04:01,0:00:04,0:00:04,0:00:04,0:00:00,1:04:00,1:04:04,1:04:04,1:04:04,1:04:04,1:04:04,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:07,1:04:07,1:04:07,1:04:07,1:04:07,1:04:07,1:04:07,1:04:07,1:04:07,1:04:07,1:04:07,1:04:07,1:04:07,1:04:07,1:04:07,1:04:05,1:01:01
1:04:01,0:00:01,0:00:07,0:00:07,1:04:14,1:04:08,0:00:07,0:00:07,0:00:07,0:00:07,0:00:01,0:00:01,0:00:01,0:00:01,0:00:01,0:00:00,0:00:00,0:00:06,0:00:07,0:00:08,0:00:00,0:00:00,0:00:12,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:04,1:04:02,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:04,1:04:04,1:04:02,0:00:00,1:08:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:04,1:04:07,1:04:07,1:04:10,1:04:13,0:00:14,0:00:10,1:04:13,0:00:00,0:00:14,1:04:10,1:04:13,0:00:14,0:00:10,1:04:10,1:04:13,0:00:00,0:00:14,1:04:10,1:04:10,1:04:13,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:00,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:11,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:14,1:04:10,0:00:13,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,0:00:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:00,0:00:01,0:00:01,0:00:00,0:00:00,0:00:01,0:00:00,0:00:11,0:00:00,0:00:09,0:00:00,0:00:00,0:00:00,0:00:01,0:00:00,0:00:00,0:00:01,0:00:00,0:00:11,0:00:13,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:09,0:00:00,0:00:09,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:03,1:04:13,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:08:00,0:00:00,0:00:00,0:00:09,0:00:00,1:08:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:09,0:00:00,0:00:00,0:00:00,0:00:00,1:04:01,1:01:01
1:04:01,1:04:01,0:00:01,0:00:00,0:00:00,1:04:14,1:04:10,1:04:13,0:00:00,0:00:00,0:00:00,1:04:14,1:04:10,1:04:02,0:00:00,0:00:12,0:00:00,1:04:03,1:04:10,1:04:10,0:00:13,0:00:00,0:00:00,1:04:14,1:04:10,1:04:10,0:00:05,0:00:00,0:00:00,1:04:00,1:04:01,1:04:01,1:01:01
1:04:01,1:04:01,0:00:01,0:00:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:03,0:00:02,0:00:00,0:00:00,1:04:09,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:09,0:00:00,0:00:00,1:04:03,1:04:04,1:04:01,1:01:01
1:04:01,1:04:04,1:04:13,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:14,0:00:10,0:00:13,0:00:00,0:00:00,1:04:03,0:00:07,0:00:02,0:00:00,1:04:09,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:01,0:00:09,0:00:00,1:04:14,1:04:04,1:04:04,1:04:01,1:01:01
1:04:01,1:04:01,0:00:01,0:00:15,0:00:00,0:00:00,0:00:01,0:00:01,0:00:14,0:00:10,0:00:13,0:00:00,0:00:00,1:04:06,0:00:10,0:00:09,0:00:10,1:04:08,0:00:00,0:00:00,0:00:14,0:00:10,0:00:13,0:00:00,0:00:00,0:00:00,0:00:09,0:00:00,0:00:00,1:04:03,1:04:04,1:04:05,1:01:01
1:04:01,1:04:01,0:00:01,1:04:15,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:09,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:03,1:04:13,0:00:00,1:04:03,1:04:04,1:04:05,1:01:01
1:04:01,1:04:01,0:00:01,0:00:00,0:00:00,0:00:00,1:04:15,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:14,1:04:07,1:04:13,0:00:00,0:00:00,0:00:01,0:00:01,0:00:00,0:00:00,0:00:00,1:04:15,0:00:00,0:00:09,0:00:00,0:00:00,1:04:03,1:04:04,1:04:01,1:01:01
1:04:01,1:04:01,0:00:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:15,0:00:00,0:00:01,0:00:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:15,0:00:00,0:00:00,0:00:01,0:00:01,0:00:09,0:00:00,0:00:00,1:04:03,1:04:04,1:04:01,1:01:01
1:04:01,1:04:01,0:00:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:01,0:00:00,0:00:00,0:00:00,1:04:15,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:04:15,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:09,0:00:00,0:00:00,1:04:03,1:04:04,1:04:01,1:01:01
1:04:01,1:04:01,0:00:01,1:07:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,1:07:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:09,0:00:00,0:00:00,1:04:03,1:04:04,1:04:01,1:01:01
1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:04,1:04:01,1:04:01,1:04:04,1:04:01,1:04:01,1:01:01
1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:04:01,1:01:01
//*END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
