1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,95,1
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,95,1
1,1,9,9,9,9,9,9,9,9,9,9,32,9,9,9,9,9,9,9,9,9,9,9,9,91,9,9,95,1
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,95,1
1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,1,1,1,1,1,1,1,1
1,0,0,0,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,1,1,9,9,9,9,33,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,30,9,9,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,9,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,9,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,32,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,0,0,0,0,0,0,0
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,9,9,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,9,9,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,9,9,9,9,1,1
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,1,1
0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1
0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1,1
0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1,1
0,0,0,0,0,0,0,1,9,9,9,9,3,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,9,32,9,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1
1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,96,1
1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,96,1
1,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,96,1
1,9,9,93,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,92,9,9,96,1
1,9,9,9,9,9,9,9,9,9,9,9,9,9,33,9,9,9,33,9,9,9,9,9,9,9,9,9,96,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
